ssid,logs
c1ccccc1.CCOC(=O)/C=C(\C)NC(C)=O,-0.04
c1ccccc1.Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1[N+](=O)[O-],-0.98
O.CCOC(=O)N1CCN(C(=O)OCC)CC1,-0.73
CC(C)=O.c1cc2c3c(cccc3c1)CC2,-0.03
O.Cc1c2ccccc2cc2ccccc12,-5.89
O.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.24
O.O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,-5.93
CCO.CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.07
CCO.O=C(O)CCC(=O)O,-0.17
O.O=S(=O)(c1ccccc1)c1ccccc1,-3.64
c1ccccc1.O=[N+]([O-])c1ccc(N/N=C/c2ccc(I)cc2)c([N+](=O)[O-])c1,-3.04
O.CCOC(N)=O,0.85
CCO.CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,0.00
CC(C)=O.O=C1C=Cc2ccccc2C1=NO,-0.24
CC(C)=O.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)C(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,-0.86
c1ccccc1.O=C1c2ccccc2-c2ccc(Cl)c3cccc1c23,-1.36
CCO.O=C(NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(O)(c1ccccc1)c1ccccc1,-1.18
O.c1ccnnc1,1.10
O.O=C(O)c1cc([N+](=O)[O-])ccc1Cl,-1.75
c1ccccc1.CCOC(=O)c1ccc(NC(C)=O)cc1C,-0.70
O.N#Cc1ccccc1C#N,-2.38
O.CCNC(=S)NCC,-1.46
CCO.O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-0.13
CC(C)=O.CC1(C)C[C@H]2C[C@@H]1C/C2=C\C1(C)C[C@H]2C[C@@H]1CC2(C)C,-1.20
CCO.Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0.09
CCO.CCCCCCCCCCCCCCCC,-0.12
CC(C)=O.COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.94
CC(C)=O.CO/C=C(/C(C)=O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,-0.65
CC(C)=O.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[PH](=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,-2.83
O.Brc1cccc2ccccc12,-4.35
O.Nc1ccn(C2CCC(CO)O2)c(=O)n1,-0.43
CC(C)=O.Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.60
CCO.NC(=O)c1ccc(O)cc1,0.17
O.NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,-2.86
CC(C)=O.COC(=O)CN1C(=O)N(c2ccccc2)C(=O)C1Cc1ccccc1,-0.07
CCO.NNP(=S)(NN)c1ccccc1,-1.63
O.OCC(O)C(O)C(O)C(O)CO,1.09
c1ccccc1.BrC(c1ccccc1)(c1ccccc1)c1ccccc1,0.03
CCO.c1ccc(/N=N/c2ccc(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,-2.33
CCO.CCCC1(CCO)C(=O)NC(=S)NC1=O,-0.20
CC(C)=O.CC(C)(CO)[C@H](O)C(=O)N[C@H]1[C@H]2CC[C@@](C)([C@H]1O)C2(C)C,-0.42
O.COc1ccc(NC(=O)C2CC2)cn1,-2.14
O.CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,-3.78
c1ccccc1.Brc1ccc(Br)cc1,0.49
O.O=C(OCC(=O)N1CCOCC1)c1ccccc1,-1.77
CCO.NC(=O)NC(=O)Oc1ccccc1,-1.67
CCO.CCOC(=O)c1ccc(NC(C)=O)cc1C,-0.49
c1ccccc1.C1CN2CCN1CC2,0.60
O.C#C,0.29
c1ccccc1.CCCCCCC=CC(N)=O,0.51
CCO.CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-1.93
CCO.COc1ccc(S(=O)(=O)NNC(=O)C(O)(c2ccccc2)c2ccccc2)cc1,-2.57
CC(C)=O.Clc1ccc(SSc2ccc(Cl)cc2)cc1,0.14
c1ccccc1.Oc1cccc(O)c1,-1.68
O.Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51
O.Oc1c2ccccc2cc2ccccc12,-4.73
CC(C)=O.COC(=O)c1c(C)cc(O)c(C)c1O,0.35
CC(C)=O.O=C(O)c1ccccc1,0.51
c1ccccc1.CCCCCCCCCCCCCC(=O)NO,-1.15
CCO.COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-2.16
O.CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.38
c1ccccc1.c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-1.24
CC(C)=O.NC(=O)OCc1cc(-c2ccc(OCc3ccccc3)cc2)no1,-1.12
CC(C)=O.C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-2.87
O.CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.63
c1ccccc1.C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.13
CCO.C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)NCC[C@H]21,-1.40
CC(C)=O.Cc1ccc(C(=O)O)c(C)c1,-0.09
CCO.COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C(=O)O)c2c1,-2.38
CCO.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,-0.99
c1ccccc1.CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,-0.94
O.O=Cc1ccccc1O,-0.86
CCO.O=C1c2c(O)cccc2C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,-1.45
O.COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],-6.00
CCO.COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,-2.19
O.Nc1ccccc1C(=O)OCC=Cc1ccccc1,-6.04
O.c1cncnc1,1.10
CCO.CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,-1.85
O.O=C1C=Cc2ccccc2C1=NO,-2.94
O.O=[N+]([O-])c1cc2c(cc1CO)OCO2,-3.06
O.COCOC,0.48
c1ccccc1.CCOC(=O)c1ccc(C)cc1NC(C)=O,0.31
c1ccccc1.Cc1c(C)c(C)c(C)c(C)c1C,-0.39
CCO.CN(C)c1ccc(C=CC=O)cc1,-1.24
c1ccccc1.O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,-3.30
c1ccccc1.N#CSCCSC#N,-0.84
CC(C)=O.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.46
CCO.c1ccc2c(c1)ccc1ccccc12,-1.95
O.O=[N+]([O-])c1cccc(Cl)c1Cl,-3.48
CC(C)=O.O=C1c2ccccc2C(=O)c2c1c1ccccc1c1cccc(C(=O)O)c21,-1.91
O.ClCCl,-0.63
CCO.O=C1C(=Cc2ccc(O)cc2)CCC1=Cc1ccc(O)cc1,-2.27
c1ccccc1.Cc1cccc(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,-2.30
O.CCCCCCCCC,-5.88
c1ccccc1.Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.22
CCO.c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-3.61
c1ccccc1.O=C(O)/C=C/c1ccccc1,-1.06
O.CC(C)C1CCC(=NO)C(=NO)C1,-2.39
O.c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-7.80
CCO.C/N=C(\NC#N)NCCSCc1nc[nH]c1C,-0.83
c1ccccc1.O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-2.10
O.O=C(O)c1cc(O)ccc1O,-0.11
O.CNC(=O)Oc1cccc(C)c1,-1.80
O.CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88
CCO.NCCCCCC(=O)O,-2.52
O.COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,-4.22
O.O=C(O)COc1ccccc1[N+](=O)[O-],-2.01
CC(C)=O.CCCCOC(=O)c1ccc(O)cc1,0.43
c1ccccc1.CCCCCCC(C)=NNC(N)=O,-1.41
O.NC(=O)OCc1ccccc1,-0.35
CC(C)=O.CCCCCCCC(O)CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.16
O.COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31
CC(C)=O.Nc1cc(Cl)ccc1Nc1ccc(Cl)cc1,0.12
CCO.CC1CCC(C(C)C)C(OC(=O)NC(N)=O)C1,-2.24
O.CCOC(=O)CCC(=O)OCC,-0.96
c1ccccc1.CCCCCCCCCCCCCCCCCC(=O)O,-1.13
CC(C)=O.Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0.39
c1ccccc1.O=C(O)CC1OC(C(Cl)(Cl)Cl)OC1=O,-0.94
c1ccccc1.CC/C=C\C(N)=O,-0.48
CCO.O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,-0.56
CCO.O=C1c2ccccc2C(=O)C1C(c1ccccc1)C(C(=O)c1ccccc1)c1ccccc1,-2.33
CCO.O=P(Oc1ccc2ccccc2c1)(Oc1ccc2ccccc2c1)Oc1ccc2ccccc2c1,-2.68
c1ccccc1.CCCCCCCC(N)=O,-1.52
O.O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-1.01
O.C1CCNCC1,1.07
c1ccccc1.Cc1ccc2c(c1)nc(Nc1ccccc1)n2/C(=N\c1ccccc1)Nc1ccccc1,-1.98
CC(C)=O.O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,-3.50
c1ccccc1.O=P(O)(c1ccccc1)c1ccccc1,-2.11
O.Cc1cccc(C)n1,0.45
O.CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,-4.57
CC(C)=O.c1ccc2c(c1)Nc1ccccc1S2,-0.10
O.Clc1cccc(-c2ccccc2)c1,-4.88
O.NC(=O)Cc1ccc(O)cc1,-2.39
O.CCOC(C)=O,-0.04
O.O=C(O)CCC(=O)O,-0.20
O.c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.00
O.COc1ccc(C=O)cc1,-1.49
CCO.Cc1cccc(Cl)c1OCC(=O)Nc1ccccc1,-0.44
CCO.O=[N+]([O-])c1ccc(/C=N/c2cccc(-c3ccccc3)c2)c([N+](=O)[O-])c1,-2.07
CC(C)=O.Clc1nc(Cl)nc(Oc2ccc(N=Nc3ccccc3)cc2)n1,-1.02
CC(C)=O.O=[N+]([O-])c1ccc(CCl)cc1,0.76
c1ccccc1.CC1(C)CC2CC1CC2C=C1C[C@H]2C[C@@H]1CC2(C)C,0.31
CC(C)=O.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.37
O.CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,-3.18
c1ccccc1.Oc1ccc(N=Nc2ccccc2)cc1Cl,-0.06
O.COC(C)(C)C,-0.24
O.Ic1cccc2ccccc12,-4.55
CC(C)=O.NC(=O)CN1CCCC1=O,-1.37
O.NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,-5.27
CCO.CC1(C)C2CC[C@@]1(C)C(=O)/C2=C(\O)c1ccccc1,-0.98
CCO.C#CCSC[C@H](N)C(=O)O,-2.84
O.COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC,-2.69
O.CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.29
O.CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.33
CC(C)=O.COc1cc(C(=O)N2CCC3(CC2)c2ccc(C(F)(F)F)n2CCN3C)ccc1OC(C)C,0.03
c1ccccc1.CCOC(=O)C(C#N)=NNc1cccc(Br)c1,-1.61
O.CCN(CCO)C(=O)COC(=O)c1ccccc1,-1.37
CC(C)=O.CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2,-1.99
c1ccccc1.O=S(=O)(Cl)c1cc(S(=O)(=O)Cl)c2cccc(S(=O)(=O)Cl)c2c1,-0.52
O.CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.03
O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-1.53
CCO.c1ccc2c(c1)OP1(=NP3(=NP4(=N1)Oc1ccccc1O4)Oc1ccccc1O3)O2,-2.69
c1ccccc1.Cc1ccc2[nH]c(Nc3ccccc3)nc2c1,-2.33
CCO.O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,-0.26
CC(C)=O.O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0.84
O.CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.27
O.C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.93
CCO.CCCCC([NH3+])C(=O)[O-],-2.98
CC(C)=O.O=C(O)CCCCC(=O)O,-0.64
O.Clc1ccccc1-c1ccccc1Cl,-5.27
c1ccccc1.O=C1OC(Cl)(C(=O)O)c2ccccc21,-0.69
c1ccccc1.Nc1ccc([N+](=O)[O-])cc1,-1.42
CCO.O=C(O)c1ccc([N+](=O)[O-])c2cccnc12,-2.36
c1ccccc1.C(/C=C/c1ccccc1)=C\c1ccccc1,-0.49
O.CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.80
CCO.Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-2.02
c1ccccc1.O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,-1.25
c1ccccc1.Cc1ccc(N(c2ccc(C)cc2)c2cccc(C)c2)cc1,-0.23
CC(C)=O.CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,-0.10
c1ccccc1.C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,-0.67
O.NC(=O)CNC(=O)COC(=O)c1ccccc1,-1.50
CCO.C1N2CN3CN1CN(C2)C3,-0.79
c1ccccc1.c1ccc2c(c1)C1c3ccccc3C2C2c3ccccc3C1c1ccccc12,-2.55
O.CC(=O)NC(N)=O,-0.90
O.COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,-4.43
CCO.CC(=O)NCCNC(C)=O,-0.04
O.CC(C)NCC(O)c1ccc(O)c(O)c1,0.14
O.Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.82
O.S=C=Nc1cccc2ccccc12,-4.60
O.CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.38
O.Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-2.82
O.O=[N+]([O-])c1ccc(Cl)cc1,-2.92
O.CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.20
O.Clc1cc(Cl)c(-c2ccccc2)cc1Cl,-6.27
CCO.CC1(C)COP(=O)(C(C)(C)O)OC1,-0.22
O.Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-9.16
CCO.N#CC(C#N)=NNc1ccccc1,-0.49
O.COCCOCCOC,0.88
CCO.C=CCc1ccc(OCCSCCOc2ccc(CC=C)cc2OC)c(OC)c1,-2.62
c1ccccc1.CCCC/C=C/C(N)=O,-1.66
CCO.COc1cc(-c2cc(-c3ccc(F)cc3)[nH]c(=O)c2C#N)ccc1O,-1.88
CCO.COc1cc(C=O)ccc1O,0.39
O.CN1CSC(=S)N(C)C1,-2.13
CCO.CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-1.74
CC(C)=O.O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,-2.57
O.O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.42
c1ccccc1.O=C(O)CCCCCC(=O)O,-2.96
c1ccccc1.c1ccc2c(-c3cccc4ccccc34)cccc2c1,-0.57
c1ccccc1.CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1-c1ccccc1,0.48
O.COc1ccc(OC)c([N+](=O)[O-])c1,-3.12
c1ccccc1.C[C@@H]1C[C@@H](O)CC(C)(C)N1C(=O)Nc1ccccc1,0.04
CC(C)=O.CCCCCCCCOC(=O)c1c(C)oc2cc3c(C(=O)OCCCCCCCC)c(C)oc3cc12,-2.05
c1ccccc1.CCCCCCCC/C=C/C(N)=O,-1.84
O.COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.79
CC(C)=O.CSCC12CSCC(C1)C(C)=CC2=O,0.06
CC(C)=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CS,-3.30
CC(C)=O.CN(C)C(=S)SSC(=S)N(C)C,-0.49
O.CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.54
CCO.COC(=O)c1ccc(N=Nc2ccc(N)cc2N)cc1,-1.94
CC(C)=O.[O-][n+]1c2ccccc2nc2ccc3c(Cl)cccc3c21,-1.30
O.OCCc1ccccc1,-0.74
O.Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.46
CCO.O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-1.41
CCO.CCC(C=NNC(N)=O)=Cc1ccco1,-1.59
CCO.CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.59
CCO.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,-1.19
CCO.NC(=O)OCc1cc(-c2ccc(OCc3ccccc3)cc2)no1,-2.33
O.Nc1ccc([N+](=O)[O-])cc1,-2.37
c1ccccc1.O=C1CCCc2c1[nH]c1ccccc21,-0.77
CC(C)=O.CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1cccc2ccccc12,-1.46
CCO.CC(C(=O)c1ccccc1)=C(O)c1ccccc1,-1.29
CCO.CN(C)c1ccc(C(=NC(=S)Nc2ccccc2)c2ccc(N(C)C)cc2)cc1,-1.75
O.CCCC(C)O,-0.29
CC(C)=O.Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,-1.00
CCO.Cc1ccc(C)c(OP(=O)(Oc2cc(C)ccc2C)Oc2cc(C)ccc2C)c1,-0.78
CC(C)=O.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-2.35
c1ccccc1.CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],-0.39
O.CC(=O)NC(CCC(=O)O)C(=O)O,-0.71
O.Cc1cccc(O)c1,-0.68
O.CNC(=O)C=C(C)OP(=O)(OC)OC,0.65
O.CC1(C)NC(=O)N(Cc2ccccc2)C1=O,-1.79
CC(C)=O.CC(C)c1ccc2sc3ccccc3c(=O)c2c1,0.23
CCO.CC(=O)Oc1ccc(-n2nc3ccccc3n2)cc1C(=O)O,-2.06
O.Cc1ccccc1S(N)(=O)=O,-2.02
O.NC(=O)CCl,-0.02
O.CN[C@@H](C)[C@H](O)c1ccccc1,-0.39
CCO.CCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-2.07
CCO.CC(C)c1ccc(NC(=O)N(C)C)cc1,-0.57
O.c1ccc2c(c1)ccc1c3ccccc3ccc21,-8.06
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,0.11
O.CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.65
CC(C)=O.O=C(O)c1cccc([N+](=O)[O-])c1,0.44
CCO.CCCCCCCCCCCCCC(=O)NO,-1.00
O.O=C(CS)Nc1ccc2ccccc2c1,-3.34
CC(C)=O.O=c1cc(CO)occ1O,-2.84
c1ccccc1.O=C(O)C(Br)=Cc1cccc(Cl)c1,-0.34
CCO.CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1,-0.47
O.CCC(CC)C(=O)O,-0.81
CCO.CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O,0.60
CC(C)=O.C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,-0.92
O.C1=CC=CCC=C1,-2.15
c1ccccc1.O=S(Cc1ccccc1)Cc1ccccc1,-0.86
O.O=C1c2ccccc2C(=O)c2c(Cl)cccc21,-5.54
CCO.Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1[N+](=O)[O-],-2.08
O.CN(C)Cc1c[nH]c2ccc(Br)cc12,-4.06
O.CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-2.33
CCO.O=[N+]([O-])c1ccc(O)cc1-c1ccccc1,0.05
c1ccccc1.[N-]=[N+]=NC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-1.51
CC(C)=O.O=C(O)Cc1cccc2ccccc12,0.52
CCO.Cc1cc(Cl)ccc1OCC(=O)Nc1ccccc1,-1.40
CC(C)=O.CCCCCCCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.95
O.CCSCc1ccccc1OC(=O)NC,-2.09
c1ccccc1.ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,-0.39
O.CCCCCCCCCC(=O)OCC,-4.10
O.Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02
CCO.c1ccc2[nH]c(-c3cscn3)nc2c1,-2.16
CCO.O=C1CCCc2c1[nH]c1ccccc21,-0.99
O.CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,-6.24
O.COc1ccc(C=CC(=O)c2ccccc2O)cc1,-5.70
CCO.Cc1ccc(C(O)(c2ccc(C)cc2)C(O)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,-3.02
CC(C)=O.OC[C@H](O)[C@H](O)CO,-2.45
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-0.60
CC(C)=O.O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-2.26
CCO.CC(NC(=O)Nc1cccc2ccccc12)C(=O)O,-1.48
O.O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,-4.11
CC(C)=O.O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,-1.17
c1ccccc1.CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,-0.52
c1ccccc1.Oc1ccc(C(O)(c2ccccc2)c2ccccc2)cc1,-1.62
c1ccccc1.O=C1CCCCCCCCCCCCCCCCCN1,0.17
CCO.NC(=S)Nc1cccc([N+](=O)[O-])c1,-0.69
CCO.O=[N+]([O-])c1ccccc1O,0.42
O.COC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.66
O.CCCCOP(=O)(O)OCCCC,-1.09
CCO.Cc1ccc(Nc2nc3cc(C)ccc3[nH]2)cc1,-0.95
O.Cc1cccc2sc3nncn3c12,-2.07
CCO.O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1,-2.51
CC(C)=O.O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-0.49
O.c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04
CC(C)=O.CCCCCCCCCCCCCCCC(=O)O,-0.57
CCO.CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-1.22
O.COc1cc(Cl)c(Cl)c(Cl)c1OC,-4.37
O.CCOC(=O)c1cncn1C(C)c1ccccc1,-4.74
CC(C)=O.Clc1ccc2c(Cl)ccnc2c1,-0.10
O.CCCCCCC,-4.53
CCO.CCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.76
CC(C)=O.O[C@@H]1CCCC[C@H]1O,-0.25
O.COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-4.64
c1ccccc1.Cc1ccc(O)c(C(C)(C)C)c1,0.77
c1ccccc1.O=C(OO)c1ccc(Cl)cc1,-0.91
O.O=c1c2ccccc2sc2ccccc12,-5.54
O.COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.59
c1ccccc1.Nc1ccc2c(c1)Cc1cc(Cl)ccc1-2,-0.73
O.C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43C)[C@@H]1C[C@@H](F)C2=O,-6.80
CCO.c1ccc2ccccc2c1,-0.19
CCO.COc1ccc(COC(=O)NC(N)=O)cc1,-2.51
CC(C)=O.CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-1.91
O.Nc1ncc2ncn(COCCO)c2n1,-1.08
c1ccccc1.N#Cc1c2ccccc2c(C#N)c2ccccc12,-2.76
c1ccccc1.CCCCCCCCCCCCCC(=O)O,0.05
CCO.C1CC2NC(C1)NC1CC(NC3CCCC(N3)NC3CC(N2)C2CCCCC32)C2CCCCC12,-2.51
c1ccccc1.CC(=O)OI(OC(C)=O)c1cccc([N+](=O)[O-])c1,-1.17
O.NC(Cc1n[nH]c2ccccc12)C(=O)O,-1.41
O.CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24
c1ccccc1.Cl[C@H]1c2ccccc2[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-0.28
O.CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,-3.73
O.Cc1ccc(C)nc1,0.40
CC(C)=O.CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,-0.46
CC(C)=O.CC1(C)COP(=O)(C(C)(O)c2ccccc2)OC1,-1.38
CC(C)=O.Nc1ccc([N+](=O)[O-])cc1,0.30
c1ccccc1.CCCCCCCCCCC(C)(C)C(=O)NO,-2.00
CC(C)=O.CC(C(=O)O)N(CCC#N)CCC#N,0.49
O.O=C(O)CCl,0.94
CCO.O=C(O)c1cccc([N+](=O)[O-])c1Cl,-0.21
O.CC(C)OC=O,-0.63
